PROV115;Wehrheimer Mark;Wehrheimer Mark;Wehrheimer Mark;;;;;;;;;x
PROV116;Friedwang;Friedwang;Friedwang;;;;;;;;;x
PROV117;Rosenbusch;Rosenbusch;Rosenbusch;;;;;;;;;x
PROV118;Dergelheim;Dergelheim;Dergelheim;;;;;;;;;x
PROV119;Lodenbach;Lodenbach;Lodenbach;;;;;;;;;x
PROV120;Mistelhausen;Mistelhausen;Mistelhausen;;;;;;;;;x
PROV121;Wehrheim;Wehrheim;Wehrheim;;;;;;;;;x
PROV122;Ochsenweide;Ochsenweide;Ochsenweide;;;;;;;;;x
PROV123;Grassing;Grassing;Grassing;;;;;;;;;x
PROV124;Zweimühlen;Zweimühlen;Zweimühlen;;;;;;;;;x
PROV125;Zwerch;Zwerch;Zwerch;;;;;;;;;x
PROV126;Rommilys;Rommilys;Rommilys;;;;;;;;;x
PROV127;Aschenfeld;Aschenfeld;Aschenfeld;;;;;;;;;x
PROV128;Dettenhofen;Dettenhofen;Dettenhofen;;;;;;;;;x
PROV129;Gallys;Gallys;Gallys;;;;;;;;;x
PROV130;Devensberg;Devensberg;Devensberg;;;;;;;;;x
PROV131;Bohlenburg;Bohlenburg;Bohlenburg;;;;;;;;;x
PROV132;Neuborn;Neuborn;Neuborn;;;;;;;;;x
PROV133;Gadang;Gadang;Gadang;;;;;;;;;x
PROV134;Pulverberg;Pulverberg;Pulverberg;;;;;;;;;x
PROV135;Ährengatter;Ährengatter;Ährengatter;;;;;;;;;x
PROV136;Gorbingen;Gorbingen;Gorbingen;;;;;;;;;x
PROV137;Westerklotz;Westerklotz;Westerklotz;;;;;;;;;x
PROV138;Rechthag;Rechthag;Rechthag;;;;;;;;;x
PROV139;Zackenberg;Zackenberg;Zackenberg;;;;;;;;;x
PROV140;Trollsgau;Trollsgau;Trollsgau;;;;;;;;;x
PROV141;Hengefeldt;Hengefeldt;Hengefeldt;;;;;;;;;x
PROV142;Gugelforst;Gugelforst;Gugelforst;;;;;;;;;x
PROV143;Eckelstor;Eckelstor;Eckelstor;;;;;;;;;x
PROV144;Rotenzenn;Rotenzenn;Rotenzenn;;;;;;;;;x
PROV145;Wassertälern;Wassertälern;Wassertälern;;;;;;;;;x
PROV146;Gluckenhang;Gluckenhang;Gluckenhang;;;;;;;;;x
PROV147;Knoppsperg;Knoppsperg;Knoppsperg;;;;;;;;;x
PROV148;Bergthann;Bergthann;Bergthann;;;;;;;;;x
PROV149;Arvepass;Arvepass;Arvepass;;;;;;;;;x
PROV150;Trollnase;Trollnase;Trollnase;;;;;;;;;x
PROV151;Vellberg;Vellberg;Vellberg;;;;;;;;;x
PROV152;Trutzenburg;Trutzenburg;Trutzenburg;;;;;;;;;x
PROV153;Ochsenklotz;Ochsenklotz;Ochsenklotz;;;;;;;;;x
PROV154;Altzoll;Altzoll;Altzoll;;;;;;;;;x
PROV155;Finsterkamm;Finsterkamm;Finsterkamm;;;;;;;;;x
PROV156;Hexenhain;Hexenhain;Hexenhain;;;;;;;;;x
PROV157;Zalgo;Zalgo;Zalgo;;;;;;;;;x
PROV158;Eslamsroden;Eslamsroden;Eslamsroden;;;;;;;;;x
PROV159;Dergelstein;Dergelstein;Dergelstein;;;;;;;;;x
PROV160;Feldharsch;Feldharsch;Feldharsch;;;;;;;;;x
PROV161;Breitenbruck;Breitenbruck;Breitenbruck;;;;;;;;;x
PROV162;Kressenburg;Kressenburg;Kressenburg;;;;;;;;;x
PROV163;Quastenbroich;Quastenbroich;Quastenbroich;;;;;;;;;x
PROV164;Greifenberg;Greifenberg;Greifenberg;;;;;;;;;x
PROV165;Greifenfurt;Greifenfurt;Greifenfurt;;;;;;;;;x
PROV166;Weihenhorst;Weihenhorst;Weihenhorst;;;;;;;;;x
PROV167;Hasenfeld;Hasenfeld;Hasenfeld;;;;;;;;;x
PROV168;Dunkelsfarn;Dunkelsfarn;Dunkelsfarn;;;;;;;;;x
PROV169;Greifenhorst;Greifenhorst;Greifenhorst;;;;;;;;;x
PROV170;Donfanger;Donfanger;Donfanger;;;;;;;;;x
PROV171;Hesindelburg;Hesindelburg;Hesindelburg;;;;;;;;;x
PROV172;Helbrache;Helbrache;Helbrache;;;;;;;;;x
PROV173;Nebelstein;Nebelstein;Nebelstein;;;;;;;;;x
PROV174;Weidenhag;Weidenhag;Weidenhag;;;;;;;;;x
PROV175;Waldleuen;Waldleuen;Waldleuen;;;;;;;;;x
PROV176;Dergelquell;Dergelquell;Dergelquell;;;;;;;;;x
PROV177;Schneehag;Schneehag;Schneehag;;;;;;;;;x
PROV178;Nordhag;Nordhag;Nordhag;;;;;;;;;x
PROV179;Weiden;Weiden;Weiden;;;;;;;;;x
PROV180;Reichsend;Reichsend;Reichsend;;;;;;;;;x
PROV181;Moosgrund;Moosgrund;Moosgrund;;;;;;;;;x
PROV182;Urkentrutz;Urkentrutz;Urkentrutz;;;;;;;;;x
PROV183;Trallop;Trallop;Trallop;;;;;;;;;x
PROV184;Wolfenbinge;Wolfenbinge;Wolfenbinge;;;;;;;;;x
PROV185;Pallingen;Pallingen;Pallingen;;;;;;;;;x
PROV186;Dornstein;Dornstein;Dornstein;;;;;;;;;x
PROV187;Brachfelde;Brachfelde;Brachfelde;;;;;;;;;x
PROV188;Hollerheide;Hollerheide;Hollerheide;;;;;;;;;x
PROV189;Baliho;Baliho;Baliho;;;;;;;;;x
PROV190;Pandlaril;Pandlaril;Pandlaril;;;;;;;;;x
PROV191;Perainenstein;Perainenstein;Perainenstein;;;;;;;;;x
PROV192;Espen;Espen;Espen;;;;;;;;;x
PROV193;Menzheim;Menzheim;Menzheim;;;;;;;;;x
PROV194;Teichenberg;Teichenberg;Teichenberg;;;;;;;;;x
PROV195;Rotenwasser;Rotenwasser;Rotenwasser;;;;;;;;;x
PROV196;Bollinger Heide;Bollinger Heide;Bollinger Heide;;;;;;;;;x
PROV197;Zippeldinge;Zippeldinge;Zippeldinge;;;;;;;;;x
PROV198;Drachenstein;Drachenstein;Drachenstein;;;;;;;;;x
PROV199;Rotenforst;Rotenforst;Rotenforst;;;;;;;;;x
PROV200;Schwarzenstein;Schwarzenstein;Schwarzenstein;;;;;;;;;x
PROV201;Mauterndorf;Mauterndorf;Mauterndorf;;;;;;;;;x
PROV202;Herzogenthal;Herzogenthal;Herzogenthal;;;;;;;;;x
PROV203;Östlingen;Östlingen;Östlingen;;;;;;;;;x
PROV204;Hahnfels;Hahnfels;Hahnfels;;;;;;;;;x
PROV205;Altentrallop;Altentrallop;Altentrallop;;;;;;;;;x
PROV206;Schroffenfels;Schroffenfels;Schroffenfels;;;;;;;;;x
PROV207;Fuchshag;Fuchshag;Fuchshag;;;;;;;;;x
PROV208;Adlerflug;Adlerflug;Adlerflug;;;;;;;;;x
PROV209;Salthel;Salthel;Salthel;;;;;;;;;x
PROV210;Beonspfort;Beonspfort;Beonspfort;;;;;;;;;x
PROV211;Uhdenwald;Uhdenwald;Uhdenwald;;;;;;;;;x
PROV212;Drachenstein;Drachenstein;Drachenstein;;;;;;;;;x
PROV213;Ungolfsthann;Ungolfsthann;Ungolfsthann;;;;;;;;;x
PROV214;Erlschwerd;Erlschwerd;Erlschwerd;;;;;;;;;x
PROV215;Güldenharsch;Güldenharsch;Güldenharsch;;;;;;;;;x
PROV216;Eisenrath;Eisenrath;Eisenrath;;;;;;;;;x
PROV217;Rumpenfels;Rumpenfels;Rumpenfels;;;;;;;;;x
PROV218;Misafelden;Misafelden;Misafelden;;;;;;;;;x
PROV219;Vallusa;Vallusa;Vallusa;;;;;;;;;x
PROV220;Alst;Alst;Alst;;;;;;;;;x
PROV221;Firunsschlifen;Firunsschlifen;Firunsschlifen;;;;;;;;;x
PROV222;Misamündel;Misamündel;Misamündel;;;;;;;;;x
PROV223;Tirandur;Tirandur;Tirandur;;;;;;;;;x
PROV224;Zossberg;Zossberg;Zossberg;;;;;;;;;x
PROV225;Ilsur;Ilsur;Ilsur;;;;;;;;;x
PROV226;Rallerfeste;Rallerfeste;Rallerfeste;;;;;;;;;x
PROV227;Quellensprung;Quellensprung;Quellensprung;;;;;;;;;x
PROV228;Föhrenhain;Föhrenhain;Föhrenhain;;;;;;;;;x
PROV229;Kohlerungen;Kohlerungen;Kohlerungen;;;;;;;;;x
PROV230;Tesral;Tesral;Tesral;;;;;;;;;x
PROV231;Keilerau;Keilerau;Keilerau;;;;;;;;;x
PROV232;Sarkdosk;Sarkdosk;Sarkdosk;;;;;;;;;x
PROV233;Tisal;Tisal;Tisal;;;;;;;;;x
PROV234;Muschelstrand;Muschelstrand;Muschelstrand;;;;;;;;;x
PROV235;Borwein;Borwein;Borwein;;;;;;;;;x
PROV236;Rulat;Rulat;Rulat;;;;;;;;;x
PROV237;Ulracht;Ulracht;Ulracht;;;;;;;;;x
PROV238;Waischenroth;Waischenroth;Waischenroth;;;;;;;;;x
PROV239;Schwürzhofen;Schwürzhofen;Schwürzhofen;;;;;;;;;x
PROV240;Windgau;Windgau;Windgau;;;;;;;;;x
PROV241;Schnattermoor;Schnattermoor;Schnattermoor;;;;;;;;;x
PROV242;Ällingen;Ällingen;Ällingen;;;;;;;;;x
PROV243;Tizamsquell;Tizamsquell;Tizamsquell;;;;;;;;;x
PROV244;Maus;Maus;Maus;;;;;;;;;x
PROV245;Nordweide;Nordweide;Nordweide;;;;;;;;;x
PROV246;Bergenshus;Bergenshus;Bergenshus;;;;;;;;;x
PROV247;Baruns Pappel;Baruns Pappel;Baruns Pappel;;;;;;;;;x
PROV248;Albersrode;Albersrode;Albersrode;;;;;;;;;x
PROV249;Kummersfelden;Kummersfelden;Kummersfelden;;;;;;;;;x
PROV250;Becherlingen;Becherlingen;Becherlingen;;;;;;;;;x
PROV1000;ProxyProvince;ProxyProvince;ProxyProvince;;;;;;;;;x
