#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_eslamsroden_adj;Eslamsrodenian;;eslamsrodener;;;;;;;;;;;x
c_falado;Falado;Falado;Falado;;Falado;;;;;;;;;x
c_falado_adj;Faladian;;falader;;;;;;;;;;;x
c_falkenstein;Falkenstein;Falkenstein;Falkenstein;;Falkenstein;;;;;;;;;x
c_falkenstein_adj;Falkensteinian;;falkensteiner;;;;;;;;;;;x
c_feidewald;Feidewald;Feidewald;Feidewald;;Feidewald;;;;;;;;;x
c_feidewald_adj;Feidewaldian;;feidewalder;;;;;;;;;;;x
c_feldharsch;Feldharsch;Feldharsch;Feldharsch;;Feldharsch;;;;;;;;;x
c_feldharsch_adj;Feldharschian;;feldharscher;;;;;;;;;;;x
c_finsterkamm;Finsterkamm;Finsterkamm;Finsterkamm;;Finsterkamm;;;;;;;;;x
c_finsterkamm_adj;Finsterkammian;;finsterkammer;;;;;;;;;;;x
c_flogglond;Flogglond;Flogglond;Flogglond;;Flogglond;;;;;;;;;x
c_flogglond_adj;Flogglondian;;flogglonder;;;;;;;;;;;x
c_franfeld;Franfeld;Franfeld;Franfeld;;Franfeld;;;;;;;;;x
c_franfeld_adj;Franfeldian;;franfelder;;;;;;;;;;;x
c_gallstein;Gallstein;Gallstein;Gallstein;;Gallstein;;;;;;;;;x
c_gallstein_adj;Gallsteinian;;gallsteiner;;;;;;;;;;;x
c_geiersgau;Geiersgau;Geiersgau;Geiersgau;;Geiersgau;;;;;;;;;x
c_geiersgau_adj;Geiersgian;;geiersger;;;;;;;;;;;x
c_gerbaldsmark;Gerbaldsmark;Gerbaldsmark;Gerbaldsmark;;Gerbaldsmark;;;;;;;;;x
c_gerbaldsmark_adj;Gerbaldsmarkian;;gerbaldsmarker;;;;;;;;;;;x
c_gnitzenkuhl;Gnitzenkuhl;Gnitzenkuhl;Gnitzenkuhl;;Gnitzenkuhl;;;;;;;;;x
c_gnitzenkuhl_adj;Gnitzenkuhlian;;gnitzenkuhler;;;;;;;;;;;x
c_greifenberg;Greifenberg;Greifenberg;Greifenberg;;Greifenberg;;;;;;;;;x
c_greifenberg_adj;Greifenbergian;;greifenberger;;;;;;;;;;;x
c_greifenfurt;Greifenfurt;Greifenfurt;Greifenfurt;;Greifenfurt;;;;;;;;;x
c_greifenfurt_adj;Greifenfurtian;;greifenfurter;;;;;;;;;;;x
c_greifenhorst;Greifenhorst;Greifenhorst;Greifenhorst;;Greifenhorst;;;;;;;;;x
c_greifenhorst_adj;Greifenhorstian;;greifenhorster;;;;;;;;;;;x
c_haffith;Haffith;Haffith;Haffith;;Haffith;;;;;;;;;x
c_haffith_adj;Haffithian;;haffither;;;;;;;;;;;x
c_halhof;Halhof;Halhof;Halhof;;Halhof;;;;;;;;;x
c_halhof_adj;Halhofian;;halhofer;;;;;;;;;;;x
c_halsmark;Halsmark;Halsmark;Halsmark;;Halsmark;;;;;;;;;x
c_halsmark_adj;Halsmarkian;;halsmarker;;;;;;;;;;;x
c_hartsteen;Hartsteen;Hartsteen;Hartsteen;;Hartsteen;;;;;;;;;x
c_hartsteen_adj;Hartsteenian;;hartsteener;;;;;;;;;;;x
c_haselhain;Haselhain;Haselhain;Haselhain;;Haselhain;;;;;;;;;x
c_haselhain_adj;Haselhainian;;haselhainer;;;;;;;;;;;x
c_hasenfeld;Hasenfeld;Hasenfeld;Hasenfeld;;Hasenfeld;;;;;;;;;x
c_hasenfeld_adj;Hasenfeldian;;hasenfelder;;;;;;;;;;;x
c_helbrache;Helbrache;Helbrache;Helbrache;;Helbrache;;;;;;;;;x
c_helbrache_adj;Helbrachean;;helbracher;;;;;;;;;;;x
c_herrison;Hérrison;Hérrison;Hérrison;;Hérrison;;;;;;;;;x
c_herrison_adj;Hérrisonian;;hérrisoner;;;;;;;;;;;x
c_hesindelburg;Hesindelburg;Hesindelburg;Hesindelburg;;Hesindelburg;;;;;;;;;x
c_hesindelburg_adj;Hesindelburgian;;hesindelburger;;;;;;;;;;;x
c_hexenhain;Hexenhain;Hexenhain;Hexenhain;;Hexenhain;;;;;;;;;x
c_hexenhain_adj;Hexenhainian;;hexenhainer;;;;;;;;;;;x
c_hirschfurten;Hirschfurten;Hirschfurten;Hirschfurten;;Hirschfurten;;;;;;;;;x
c_hirschfurten_adj;Hirschfurtenian;;hirschfurtener;;;;;;;;;;;x
c_hoellenwall;Höllenwall;Höllenwall;Höllenwall;;Höllenwall;;;;;;;;;x
c_hoellenwall_adj;Höllenwallian;;höllenwaller;;;;;;;;;;;x
c_hutt;Hutt;Hutt;Hutt;;Hutt;;;;;;;;;x
c_hutt_adj;Huttian;;hutter;;;;;;;;;;;x
c_imrah;Imrah;Imrah;Imrah;;Imrah;;;;;;;;;x
c_imrah_adj;Imrahian;;imraher;;;;;;;;;;;x
c_ingerimmsschlund;Ingerimmsschlund;Ingerimmsschlund;Ingerimmsschlund;;Ingerimmsschlund;;;;;;;;;x
c_ingerimmsschlund_adj;Ingerimmsschlundian;;ingerimmsschlunder;;;;;;;;;;;x
c_inostal;Inostal;Inostal;Inostal;;Inostal;;;;;;;;;x
c_inostal_adj;Inostalian;;inostaler;;;;;;;;;;;x
c_jannbach;Jannbach;Jannbach;Jannbach;;Jannbach;;;;;;;;;x
c_jannbach_adj;Jannbachian;;jannbacher;;;;;;;;;;;x
c_jurios;Jurios;Jurios;Jurios;;Jurios;;;;;;;;;x
c_jurios_adj;Juriosian;;jurioser;;;;;;;;;;;x
c_khabosa;Khabosa;Khabosa;Khabosa;;Khabosa;;;;;;;;;x
c_khabosa_adj;Khabosan;;khaboser;;;;;;;;;;;x
c_khahirios;Khahirios;Khahirios;Khahirios;;Khahirios;;;;;;;;;x
c_khahirios_adj;Khahiriosian;;khahirioser;;;;;;;;;;;x
c_kornhammer;Kornhammer;Kornhammer;Kornhammer;;Kornhammer;;;;;;;;;x
c_kornhammer_adj;Kornhammerian;;kornhammerer;;;;;;;;;;;x
c_kressenburg;Kressenburg;Kressenburg;Kressenburg;;Kressenburg;;;;;;;;;x
c_kressenburg_adj;Kressenburgian;;kressenburger;;;;;;;;;;;x
c_kyrstollen;Kyrstollen;Kyrstollen;Kyrstollen;;Kyrstollen;;;;;;;;;x
c_kyrstollen_adj;Kyrstollenian;;kyrstollener;;;;;;;;;;;x
c_linara;Linara;Linara;Linara;;Linara;;;;;;;;;x
c_linara_adj;Linaran;;linarer;;;;;;;;;;;x
c_mardershoeh;Mardershöh;Mardershöh;Mardershöh;;Mardershöh;;;;;;;;;x
c_mardershoeh_adj;Mardershöhian;;mardershöher;;;;;;;;;;;x
c_mesch;Mesch;Mesch;Mesch;;Mesch;;;;;;;;;x
c_mesch_adj;Meschian;;mescher;;;;;;;;;;;x
c_natzungen;Natzungen;Natzungen;Natzungen;;Natzungen;;;;;;;;;x
c_natzungen_adj;Natzungenian;;natzungener;;;;;;;;;;;x
c_nebelstein;Nebelstein;Nebelstein;Nebelstein;;Nebelstein;;;;;;;;;x
c_nebelstein_adj;Nebelsteinian;;nebelsteiner;;;;;;;;;;;x
c_neerbusch;Neerbusch;Neerbusch;Neerbusch;;Neerbusch;;;;;;;;;x
c_neerbusch_adj;Neerbuschian;;neerbuscher;;;;;;;;;;;x
c_nemento;Nemento;Nemento;Nemento;;Nemento;;;;;;;;;x
c_nemento_adj;Nementian;;nementer;;;;;;;;;;;x
c_nordhain;Nordhain;Nordhain;Nordhain;;Nordhain;;;;;;;;;x
c_nordhain_adj;Nordhainian;;nordhainer;;;;;;;;;;;x
c_ochsenblut;Ochsenblut;Ochsenblut;Ochsenblut;;Ochsenblut;;;;;;;;;x
c_ochsenblut_adj;Ochsenblutian;;ochsenbluter;;;;;;;;;;;x
c_perrinmarsch;Perrinmarsch;Perrinmarsch;Perrinmarsch;;Perrinmarsch;;;;;;;;;x
c_perrinmarsch_adj;Perrinmarschian;;perrinmarscher;;;;;;;;;;;x
c_phecadien;Phecadien;Phecadien;Phecadien;;Phecadien;;;;;;;;;x
c_phecadien_adj;Phecadienian;;phecadiener;;;;;;;;;;;x
c_punin;Punin;Punin;Punin;;Punin;;;;;;;;;x
c_punin_adj;Puninian;;puniner;;;;;;;;;;;x
c_quastenbroich;Quastenbroich;Quastenbroich;Quastenbroich;;Quastenbroich;;;;;;;;;x
c_quastenbroich_adj;Quastenbroichian;;quastenbroicher;;;;;;;;;;;x
c_rabensbrueck;Rabensbrück;Rabensbrück;Rabensbrück;;Rabensbrück;;;;;;;;;x
c_rabensbrueck_adj;Rabensbrückian;;rabensbrücker;;;;;;;;;;;x
c_ragathsquell;Ragathsquell;Ragathsquell;Ragathsquell;;Ragathsquell;;;;;;;;;x
c_ragathsquell_adj;Ragathsquellian;;ragathsqueller;;;;;;;;;;;x
c_randersburg;Randersburg;Randersburg;Randersburg;;Randersburg;;;;;;;;;x
c_randersburg_adj;Randersburgian;;randersburger;;;;;;;;;;;x
c_raulsmark;Raulsmark;Raulsmark;Raulsmark;;Raulsmark;;;;;;;;;x
c_raulsmark_adj;Raulsmarkian;;raulsmarker;;;;;;;;;;;x
c_reichsgau;Reichsgau;Reichsgau;Reichsgau;;Reichsgau;;;;;;;;;x
c_reichsgau_adj;Reichsgian;;reichsger;;;;;;;;;;;x
c_retogau;Retogau;Retogau;Retogau;;Retogau;;;;;;;;;x
c_retogau_adj;Retogian;;retoger;;;;;;;;;;;x
c_rubreth;Rubreth;Rubreth;Rubreth;;Rubreth;;;;;;;;;x
c_rubreth_adj;Rubrethian;;rubrether;;;;;;;;;;;x
c_ruchin;Ruchin;Ruchin;Ruchin;;Ruchin;;;;;;;;;x
c_ruchin_adj;Ruchinian;;ruchiner;;;;;;;;;;;x
c_schelak;Schelak;Schelak;Schelak;;Schelak;;;;;;;;;x
c_schelak_adj;Schelakian;;schelaker;;;;;;;;;;;x
c_schrotenstein;Schrotenstein;Schrotenstein;Schrotenstein;;Schrotenstein;;;;;;;;;x
c_schrotenstein_adj;Schrotensteinian;;schrotensteiner;;;;;;;;;;;x
c_schwanenbruch;Schwanenbruch;Schwanenbruch;Schwanenbruch;;Schwanenbruch;;;;;;;;;x
c_schwanenbruch_adj;Schwanenbruchian;;schwanenbrucher;;;;;;;;;;;x
c_schwarztannen;Schwarztannen;Schwarztannen;Schwarztannen;;Schwarztannen;;;;;;;;;x
c_schwarztannen_adj;Schwarztannenian;;schwarztannener;;;;;;;;;;;x
c_selaque;Selaque;Selaque;Selaque;;Selaque;;;;;;;;;x
c_selaque_adj;Selaquean;;selaqer;;;;;;;;;;;x
c_serrinmoor;Serrinmoor;Serrinmoor;Serrinmoor;;Serrinmoor;;;;;;;;;x
c_serrinmoor_adj;Serrinmoorian;;serrinmoorer;;;;;;;;;;;x
c_sertis;Sertis;Sertis;Sertis;;Sertis;;;;;;;;;x
c_sertis_adj;Sertisian;;sertiser;;;;;;;;;;;x
c_silz;Silz;Silz;Silz;;Silz;;;;;;;;;x
c_silz_adj;Silzian;;silzer;;;;;;;;;;;x
c_sturmfels;Sturmfels;Sturmfels;Sturmfels;;Sturmfels;;;;;;;;;x
c_sturmfels_adj;Sturmfelsian;;sturmfelser;;;;;;;;;;;x
c_syrrenholt;Syrrenholt;Syrrenholt;Syrrenholt;;Syrrenholt;;;;;;;;;x
c_syrrenholt_adj;Syrrenholtian;;syrrenholter;;;;;;;;;;;x
c_taladur;Taladur;Taladur;Taladur;;Taladur;;;;;;;;;x
c_taladur_adj;Taladurian;;taladurer;;;;;;;;;;;x
c_tannwirk;Tannwirk;Tannwirk;Tannwirk;;Tannwirk;;;;;;;;;x
c_tannwirk_adj;Tannwirkian;;tannwirker;;;;;;;;;;;x
c_thangolforst;Thangolforst;Thangolforst;Thangolforst;;Thangolforst;;;;;;;;;x
c_thangolforst_adj;Thangolforstian;;thangolforster;;;;;;;;;;;x
c_viehwiesen;Viehwiesen;Viehwiesen;Viehwiesen;;Viehwiesen;;;;;;;;;x
c_viehwiesen_adj;Viehwiesenian;;viehwiesener;;;;;;;;;;;x
c_waldfang;Waldfang;Waldfang;Waldfang;;Waldfang;;;;;;;;;x
c_waldfang_adj;Waldfangian;;waldfanger;;;;;;;;;;;x
c_wasserburg;Wasserburg;Wasserburg;Wasserburg;;Wasserburg;;;;;;;;;x
c_wasserburg_adj;Wasserburgian;;wasserburger;;;;;;;;;;;x
c_weihenhorst;Weihenhorst;Weihenhorst;Weihenhorst;;Weihenhorst;;;;;;;;;x
c_weihenhorst_adj;Weihenhorstian;;weihenhorster;;;;;;;;;;;x
c_weissbarun;Weissbarûn;Weissbarûn;Weissbarûn;;Weissbarûn;;;;;;;;;x
c_weissbarun_adj;Weissbarûnian;;weissbarûner;;;;;;;;;;;x
c_yasamir;Yasamir;Yasamir;Yasamir;;Yasamir;;;;;;;;;x
c_yasamir_adj;Yasamirian;;yasamirer;;;;;;;;;;;x
c_zagbar;Zagbar;Zagbar;Zagbar;;Zagbar;;;;;;;;;x
c_zagbar_adj;Zagbarian;;zagbarer;;;;;;;;;;;x
c_zalgo;Zalgo;Zalgo;Zalgo;;Zalgo;;;;;;;;;x
c_zalgo_adj;Zalgian;;zalger;;;;;;;;;;;x
