#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BELSHIRASH;Belshirash;Belshirash;Belshirash;;;;;;;;;;;x
ASFALOTH;Asfaloth;Asfaloth;Asfaloth;;;;;;;;;;;x
BELKELEL;Belkelel;Belkelel;Belkelel;;;;;;;;;;;x
TASFARELEL;Tasfarelel;Tasfarelel;Tasfarelel;;;;;;;;;;;x
BELZHORASH;Belzhorash;Belzhorash;Belzhorash;;;;;;;;;;;x
AGRIMOTH;Agrimoth;Agrimoth;Agrimoth;;;;;;;;;;;x
GOD_PRAIOS;Praios;Praios;Praios;;;;;;;;;;;x
GOD_RONDRA;Rondra;Rondra;Rondra;;;;;;;;;;;x
GOD_EFFERD;Efferd;Efferd;Efferd;;;;;;;;;;;x
GOD_TRAVIA;Travia;Travia;Travia;;;;;;;;;;;x
GOD_BORON;Boron;Boron;Boron;;;;;;;;;;;x
GOD_HESINDE;Hesinde;Hesinde;Hesinde;;;;;;;;;;;x
GOD_FIRUN;Firun;Firun;Firun;;;;;;;;;;;x
GOD_TSA;Tsa;Tsa;Tsa;;;;;;;;;;;x
GOD_PHEX;Phex;Phex;Phex;;;;;;;;;;;x
GOD_PERAINE;Peraine;Peraine;Peraine;;;;;;;;;;;x
GOD_INGERIMM;Ingerimm;Ingerimm;Ingerimm;;;;;;;;;;;x
GOD_RAHJA;Rahja;Rahja;Rahja;;;;;;;;;;;x
PRIEST;Priest;Priest;Priester;;;;;;;;;;;x
SILEM-HORAS-EDIKT;Silem-Horas edict;Silem-Horas edict;Silem-Horas-Edikt;;;;;;;;;;;x
CRUSADE;Crusade;Crusade;Kreuzzug;;;;;;;;;;;x
horas;Church Of Horas;Church Of Horas;Horas-Kirche;;;;;;;;;;;x
horas_DESC;While the religion of the Twelvegods recognizes the demigod Horas as the son of the celestial messenger Ucuri, the Church of Horas sees him as an envoy of all Twelve and arch-Alveranian, founder and patron saint of the Bosparanian – and later Horasian – Empire. Leading the empire himself for over 500 years before ascending to Alveran, Horas' name became the title of all emperors ruling in his place ever since.;While the religion of the Twelvegods recognizes the demigod Horas as the son of Ucuri, the Church of Horas sees him as an envoy of all Twelve and arch-Alveranian, founder and patron saint of the Bosparanian – and later Horasian – Empire. Leading the empire himself for over 500 years before ascending to Alveran, Horas' name became the title of all emperors ruling in his place ever since.;While the religion of the Twelvegods recognizes the demigod Horas as the son of Ucuri, the Church of Horas sees him as an envoy of all Twelve and arch-Alveranian, founder and patron saint of the Bosparanian – and later Horasian – Empire. Leading the empire himself for over 500 years before ascending to Alveran, Horas' name became the title of all emperors ruling in his place ever since.;;;;;;;;;;;x
HORAS_APOKRYPHEN;Horas apocrypha;Horas apocrypha;Horas-Apokryphen;;;;;;;;;;;x
GOD_HORAS;Horas;Horas;Horas;;;;;;;;;;;x
lowanger;Lowangian Dualism;Lowangian Dualism;Lowanger Dualismus;;;;;;;;;;;x
lowanger_DESC;The Lowangian or Svelltvalian dualism is a sect popular in the former Svelltian city-league and parts of Andergast. The cult views Praios as the bringer of light, luck and as the embodiment of good while Boron, as the lord of darkness, represents evil. The rest of the Twelvegods pantheon is mostly ignored. The cult's priests urge their parish to diligence and a pure and chaste life.;The Lowangian or Svelltvalian dualism is a sect popular in the former Svelltian city-league and parts of Andergast. The cult views Praios as the bringer of light, luck and as the embodiment of good while Boron, as the lord of darkness, represents evil. The rest of the Twelvegods pantheon is mostly ignored. The cult's priests urge their parish to diligence and a pure and chaste life.;The Lowangian or Svelltvalian dualism is a sect popular in the former Svelltian city-league and parts of Andergast. The cult views Praios as the bringer of light, luck and as the embodiment of good while Boron, as the lord of darkness, represents evil. The rest of the Twelvegods pantheon is mostly ignored. The cult's priests urge their parish to diligence and a pure and chaste life.;;;;;;;;;;;x
jilaskan;Priest-Kings;Priest-Kings;Priesterkaiser;;;;;;;;;;;x
jilaskan_DESC;This radical cult of Praios is practised by the inhabitants of the island of Jilaskan. After Rohal the Wise ended the tyranny of the Priest-Kings in 466 after Bosparan's Fall, he banished the Praios priests to Jilaskan. Their descendants have continued their near-fanatical belief, isolated from the orders of the messenger of light, some would even say, the rest of the world.;This radical cult of Praios is practised by the inhabitants of the island of Jilaskan. After Rohal the Wise ended the tyranny of the Priest-Kings in 466 after Bosparan's Fall, he banished the Praios priests to Jilaskan. Their descendants have continued their near-fanatical belief, isolated from the orders of the messenger of light, some would even say, the rest of the world.;This radical cult of Praios is practised by the inhabitants of the island of Jilaskan. After Rohal the Wise ended the tyranny of the Priest-Kings in 466 after Bosparan's Fall, he banished the Praios priests to Jilaskan. Their descendants have continued their near-fanatical belief, isolated from the orders of the messenger of light, some would even say, the rest of the world.;;;;;;;;;;;x
GOD_FEQZ;Feqz;Feqz;Feqz;;;;;;;;;;;x
prinzipisten;Principleists;Principleists;Prinzipisten;;;;;;;;;;;x
prinzipisten_DESC;The principleists are a theological school in the Church of Praios, originally founded by Staryun Loriano in Vinsalt. Loriano and his supporters seek to return the church to it's principles that governed it in the old Bosparanian Empire. This includes a higher regard for Horas of course, but also a more tolerant approach to magic and those that wield it. While many are open to such a reform to the church in the parishes of Fairfield, believers in the Middenrealm usually view them as dangerous dissenters.;The principleists are a theological school in the Church of Praios, originally founded by Staryun Loriano in Vinsalt. Loriano and his supporters seek to return the church to it's principles that governed it in the old Bosparanian Empire. This includes a higher regard for Horas of course, but also a more tolerant approach to magic and those that wield it. While many are open to such a reform to the church in the parishes of Fairfield, believers in the Middenrealm usually view them as dangerous dissenters.;The principleists are a theological school in the Church of Praios, originally founded by Staryun Loriano in Vinsalt. Loriano and his supporters seek to return the church to it's principles that governed it in the old Bosparanian Empire. This includes a higher regard for Horas of course, but also a more tolerant approach to magic and those that wield it. While many are open to such a reform to the church in the parishes of Fairfield, believers in the Middenrealm usually view them as dangerous dissenters.;;;;;;;;;;;x
mada;Mada cult;Mada cult;Madakult;;;;;;;;;;;x
mada_DESC;Variations on the legend of Mada's crime against the Praios-given order of the world are known throughout Aventuria. Often she is recognized as a daughter of Hesinde, responsible for destroying the citadel of the element of magic, thus releasing it into the world where mortals abuse it to commit great sins. For her insurgence she was imprisoned in a stone in the sky, where Phex is tasked to watch over her. This is the reason the moon is most commonly known as Mada's Mark – but some, mainly Hesinde priests and witches, see her as a selfless liberator and seek to free her from her prison.;Variations on the legend of Mada's crime against the Praios-given order of the world are known throughout Aventuria. Often she is recognized as a daughter of Hesinde, responsible for destroying the citadel of the element of magic, thus releasing it into the world where mortals abuse it to commit great sins. For her insurgence she was imprisoned in a stone in the sky, where Phex is tasked to watch over her. This is the reason the moon is most commonly known as Mada's Mark – but some, mainly Hesinde priests and witches, see her as a selfless liberator and seek to free her from her prison.;Variations on the legend of Mada's crime against the Praios-given order of the world are known throughout Aventuria. Often she is recognized as a daughter of Hesinde, responsible for destroying the citadel of the element of magic, thus releasing it into the world where mortals abuse it to commit great sins. For her insurgence she was imprisoned in a stone in the sky, where Phex is tasked to watch over her. This is the reason the moon is most commonly known as Mada's Mark – but some, mainly Hesinde priests and witches, see her as a selfless liberator and seek to free her from her prison.;;;;;;;;;;;x
GOD_MADA;Mada;Mada;Mada;;;;;;;;;;;x
alanfaner;Rite Of Al'Anfa;Rite Of Al'Anfa;Al'Anfaner Ritus;;;;;;;;;;;x
alanfaner_DESC;When the soul raven Golgari, envoy of the god of death Boron, appeared amidst the chaos of a plague brought over the people of Al'Anfa by dying ravens in the year 686 after Bosparan's Fall, it caused a schism in the Church of Boron that endures to this day. Fearing for their lives, the people of Al'Anfa fled into the arms of the Nemekathean sect who try to divine Boron's will through dreams and intoxication and see ritualized suicide as a way of becoming one with Boron. These practices have split the two churches apart, leading to fierce battles with both words and steel.;When the soul raven Golgari, envoy of the god of death Boron, appeared amidst the chaos of a plague brought over the people of Al'Anfa by dying ravens in the year 686 after Bosparan's Fall, it caused a schism in the Church of Boron that endures to this day. Fearing for their lives, the people of Al'Anfa fled into the arms of the Nemekathean sect who try to divine Boron's will through dreams and intoxication and see ritualized suicide as a way of becoming one with Boron. These practices have split the two churches apart, leading to fierce battles with both words and steel.;When the soul raven Golgari, envoy of the god of death Boron, appeared amidst the chaos of a plague brought over the people of Al'Anfa by dying ravens in the year 686 after Bosparan's Fall, it caused a schism in the Church of Boron that endures to this day. Fearing for their lives, the people of Al'Anfa fled into the arms of the Nemekathean sect who try to divine Boron's will through dreams and intoxication and see ritualized suicide as a way of becoming one with Boron. These practices have split the two churches apart, leading to fierce battles with both words and steel.;;;;;;;;;;;x
CODEX_CORVINUS;Codex Corvinus;Codex Corvinus;Codex Corvinus;;;;;;;;;;;x
vsar;V'Sar cult;V'Sar cult;V'Sarkult;;;;;;;;;;;x
vsar_DESC;This cult of the god V'sar or Visar may seem like a cabalistic Boron cult to the uninitiated and is practised in the darker corners of Al'Anfa. This cult was originally practised by Achaz living south of the rain mountains but it has survived the ages and conquerors to influence a new people again and again. The façade of a more isolated Boron cult quickly falls under scrutiny and reveals a much more bloody cult of the lord of perfect souls, V'sar. The cold-blooded disregard for life it's believers have mirrors not just the inhuman nature of the Achaz but also the bloody sacrifice of the Wudu people who inherited the cult from them.;This cult of the god V'sar or Visar may seem like a cabalistic Boron cult to the uninitiated and is practised in the darker corners of Al'Anfa. This cult was originally practised by Achaz living south of the rain mountains but it has survived the ages and conquerors to influence a new people again and again. The façade of a more isolated Boron cult quickly falls under scrutiny and reveals a much more bloody cult of the lord of perfect souls, V'sar. The cold-blooded disregard for life it's believers have mirrors not just the inhuman nature of the Achaz but also the bloody sacrifice of the Wudu people who inherited the cult from them.;This cult of the god V'sar or Visar may seem like a cabalistic Boron cult to the uninitiated and is practised in the darker corners of Al'Anfa. This cult was originally practised by Achaz living south of the rain mountains but it has survived the ages and conquerors to influence a new people again and again. The façade of a more isolated Boron cult quickly falls under scrutiny and reveals a much more bloody cult of the lord of perfect souls, V'sar. The cold-blooded disregard for life it's believers have mirrors not just the inhuman nature of the Achaz but also the bloody sacrifice of the Wudu people who inherited the cult from them.;;;;;;;;;;;x
GOD_VSAR;V'Sar;V'sar;V'sar;;;;;;;;;;;x
kor;Kor cult;Kor cult;Korkult;;;;;;;;;;;x
kor_DESC;Believers of Kor, lord of nine deadly strikes and son of Rondra and high dragon Famerlor, can be found all over Aventuria. The cult's most imporant temples are located in South Aventuria. Wherever mercenaries gather you are bound to find at least a few worshipping the god of pugnacity, loyalty and the good fight, although he is popular among adventurers as well. While Kor and his believers are often suspicious or even terrifying to people due to their ruthlessness and the manticore they fly on their banners, faithfuls are keen to argue against any supposed demonic nature of their god. After all, sacrifices can sate Kor's bloodlust just as well and his priests would never attack those unwilling to fight.;Believers of Kor, lord of nine deadly strikes and son of Rondra and high dragon Famerlor, can be found all over Aventuria. The cult's most imporant temples are located in South Aventuria. Wherever mercenaries gather you are bound to find at least a few worshipping the god of pugnacity, loyalty and the good fight, although he is popular among adventurers as well. While Kor and his believers are often suspicious or even terrifying to people due to their ruthlessness and the manticore they fly on their banners, faithfuls are keen to argue against any supposed demonic nature of their god. After all, sacrifices can sate Kor's bloodlust just as well and his priests would never attack those unwilling to fight.;Believers of Kor, lord of nine deadly strikes and son of Rondra and high dragon Famerlor, can be found all over Aventuria. The cult's most imporant temples are located in South Aventuria. Wherever mercenaries gather you are bound to find at least a few worshipping the god of pugnacity, loyalty and the good fight, although he is popular among adventurers as well. While Kor and his believers are often suspicious or even terrifying to people due to their ruthlessness and the manticore they fly on their banners, faithfuls are keen to argue against any supposed demonic nature of their god. After all, sacrifices can sate Kor's bloodlust just as well and his priests would never attack those unwilling to fight.;;;;;;;;;;;x
GOD_KOR;Kor;Kor;Kor;;;;;;;;;;;x
nandus;Church Of Nandus;Church Of Nandus;Nanduskirche;;;;;;;;;;;x
nandus_DESC;While the most important temple of the Church of Nandus is in Vinsalt, his priests don't regard hierarchy very highly. Therefore Nandus priests can often be found wandering throughout Aventuria, collecting new insights very similar to those ordained to Hesinde, Nandus' mother. However, where Hesinde seeks to collect knowledge, Nandus wishes to teach it to all willing. This often brings them in conflict with the priests of Praios (and nobility) who question a farmer's need for literacy and numeracy as long as they know their rightful place in the world. Disciples of Nandus are not overly altruistic however, should a learner prove too ignorant for their wisdom they will quickly move on to the next. The priests hope to do their part in furthering all of humanities' knowledge, so mortals will one day achieve unification with Nayrakis, the essence of Los and cosmological force of order.;While the most important temple of the Church of Nandus is in Vinsalt, his priests don't regard hierarchy very highly. Therefore Nandus priests can often be found wandering throughout Aventuria, collecting new insights very similar to those ordained to Hesinde, Nandus' mother. However, where Hesinde seeks to collect knowledge, Nandus wishes to teach it to all willing. This often brings them in conflict with the priests of Praios (and nobility) who question a farmer's need for literacy and numeracy as long as they know their rightful place in the world. Disciples of Nandus are not overly altruistic however, should a learner prove too ignorant for their wisdom they will quickly move on to the next. The priests hope to do their part in furthering all of humanities' knowledge, so mortals will one day achieve unification with Nayrakis, the essence of Los and cosmological force of order.;While the most important temple of the Church of Nandus is in Vinsalt, his priests don't regard hierarchy very highly. Therefore Nandus priests can often be found wandering throughout Aventuria, collecting new insights very similar to those ordained to Hesinde, Nandus' mother. However, where Hesinde seeks to collect knowledge, Nandus wishes to teach it to all willing. This often brings them in conflict with the priests of Praios (and nobility) who question a farmer's need for literacy and numeracy as long as they know their rightful place in the world. Disciples of Nandus are not overly altruistic however, should a learner prove too ignorant for their wisdom they will quickly move on to the next. The priests hope to do their part in furthering all of humanities' knowledge, so mortals will one day achieve unification with Nayrakis, the essence of Los and cosmological force of order.;;;;;;;;;;;x
GOD_NANDUS;Nandus;Nandus;Nandus;;;;;;;;;;;x
levthan;Levthan disciple;Levthan disciple;Levthansjünger;;;;;;;;;;;x
levthan_DESC;While the only official temple of the god of virility and animalistic strength is located in Fasar, many clearings, woods and groves all over Aventuria are said to be places of worship for Levthan. The son of Rahja was, according to legend, desired by all women he set eyes upon, except for Satuaria who taunted him. So one night, Levthan subdued her with the help of an enchanted tie given to him by Hesinde and conquered Satuaria. But she took her revenge on him when she turned Levthan into a common ram, cursed to spend his days on a dry meadow, feeding of fierce herbs. It is said Satuaria later often rued her curse for she was filled equally with love and hate for her conqueror. But every once in a while Levthan manages to shake off his curse for a night, spending it in a wild ecstatic round dance with those devoted to Satuaria. Some suggest Levthan has long abandoned everything holy and is now a follower of Rahja's wicked adversary Belkelel. Levthan's horns, reminiscent of the demonic beings of the 7th sphere have only strengthened these suspicions.;While the only official temple of the god of virility and animalistic strength is located in Fasar, many clearings, woods and groves all over Aventuria are said to be places of worship for Levthan. The son of Rahja was, according to legend, desired by all women he set eyes upon, except for Satuaria. So Levthan subdued her one night with the help of an enchanted tie given to him by Hesinde and conquered Satuaria. But she took her revenge on him when she turned Levthan into a common ram, cursed to spend his days on a dry meadow, feeding of fierce herbs. It is said Satuaria later often rued her curse for she was filled equally with love and hate for her conqueror. But every once in a while Levthan manages to shake off his curse for a night, spending it in a wild ecstatic round dance with those devoted to Satuaria.;While the only official temple of the god of virility and animalistic strength is located in Fasar, many clearings, woods and groves all over Aventuria are said to be places of worship for Levthan. The son of Rahja was, according to legend, desired by all women he set eyes upon, except for Satuaria. So Levthan subdued her one night with the help of an enchanted tie given to him by Hesinde and conquered Satuaria. But she took her revenge on him when she turned Levthan into a common ram, cursed to spend his days on a dry meadow, feeding of fierce herbs. It is said Satuaria later often rued her curse for she was filled equally with love and hate for her conqueror. But every once in a while Levthan manages to shake off his curse for a night, spending it in a wild ecstatic round dance with those devoted to Satuaria.;;;;;;;;;;;x
GOD_LEVTHAN;Levthan;Levthan;Levthan;;;;;;;;;;;x
angrosch;Church Of Angrosch;Church Of Angrosch;Angroschkirche;;;;;;;;;;;x
angrosch_DESC;description;description;description;;;;;;;;;;;x
PRDRAX;Prdrax;Prdrax;Prdrax;;;;;;;;;;;x
DER_DRACHE;The Dragon;The Dragon;Der Drache;;;;;;;;;;;x
GOD_ANGROSCH;Angrosch;Angrosch;Angrosch;;;;;;;;;;;x
GOD_FEKOL;Fekol;Fekol;Fekol;;;;;;;;;;;x
GOD_SIMIA;Simia;Simia;Simia;;;;;;;;;;;x
BAROBARABBA;Barobarabba;Barobarabba;Barobarabba;;;;;;;;;;;x
finsterkamm;Angrosch Fundamentalism;Angrosch Fundamentalism;Angroschfundamentalismus;;;;;;;;;;;x
finsterkamm_DESC;description;description;description;;;;;;;;;;;x
swafnir;Church Of Swafnir;Church Of Swafnir;Swafnirkirche;;;;;;;;;;;x
swafnir_DESC;The religion of the godwhale Swafnir is connected to the Twelvegods pantheon and is commonly practised in the northwest of Aventuria. While known as the son of proud Rondra and capricious Efferds to most people, the Thorwalians have made him their tutelary deity when he reveald himself to their ancestors under the leadership of Jurga Tjalfsdottir and saved them from drowning on the crossing to Aventuria from the Gyldenland. Similar to the society of Thorwal, the church is only loosely structured, placing an emphasis on personal freedom and tending to those blessed with Swafskari, the whale rage that marks individuals as chosen by Swafnir.;The religion of the godwhale Swafnir is connected to the Twelvegods pantheon and is commonly practised in the northwest of Aventuria. While known as the son of proud Rondra and capricious Efferds to most people, the Thorwalians have made him their tutelary deity when he reveald himself to their ancestors under the leadership of Jurga Tjalfsdottir and saved them from drowning on the crossing to Aventuria from the Gyldenland. Similar to the society of Thorwal, the church is only loosely structured, placing an emphasis on personal freedom and tending to those blessed with Swafskari, the whale rage that marks individuals as chosen by Swafnir.;The religion of the godwhale Swafnir is connected to the Twelvegods pantheon and is commonly practised in the northwest of Aventuria. While known as the son of proud Rondra and capricious Efferds to most people, the Thorwalians have made him their tutelary deity when he reveald himself to their ancestors under the leadership of Jurga Tjalfsdottir and saved them from drowning on the crossing to Aventuria from the Gyldenland. Similar to the society of Thorwal, the church is only loosely structured, placing an emphasis on personal freedom and tending to those blessed with Swafskari, the whale rage that marks individuals as chosen by Swafnir.;;;;;;;;;;;x
HRANNGAR;Hranngar;Hranngar;Hranngar;;;;;;;;;;;x
GOD_IFIRN;Ifirn;Ifirn;Ifirn;;;;;;;;;;;x
GOD_SWAFNIR;Swafnir;Swafnir;Swafnir;;;;;;;;;;;x
GOD_SUMU;Sumu;Sumu;Sumu;;;;;;;;;;;x
OFFENBARUNG_JURGAS;Jurga's revelation;Jurga's revelation;Offenbarung Jurgas;;;;;;;;;;;x
waskir;Waskirian cults;Waskirian cults;Waskirer Kulte;;;;;;;;;;;x
waskir_DESC;description;description;description;;;;;;;;;;;x
GOD_TORSTOR_OM;Torstor Om;Torstor Om;Torstor Om;;;;;;;;;;;x
GOD_RAZORAG;Razorag;Razorag;Razorag;;;;;;;;;;;x
GOD_QUARAWARNACH;Quarawarnach;Quarawarnach;Quarawarnach;;;;;;;;;;;x
rastullah_group;Novadi churches;Novadi churches;Novadikirchen;;;;;;;;;;;x
rastullah;Rastullah belief;Rastullah belief;Rastullahglaube;;;;;;;;;;;x
rastullah_DESC;The belief in Rastullah is a monotheistic religion usually found in and around the desert Khôm. After Rastullah had created Ethra and all the beings living on it and even time itself, he rested for 7 days – an eon in human time. When he awoke, he found that only one people had remained true to him, the tribe of the Beni Novad. He revealed himself to them in the oasis of Keft in the year 760 after Bosparan's Fall and gave them 99 laws so that they would not stray from their path. While many of these laws are ambiguous enough to provoke long and heated discussions between two Rastullah believers, they are united in their fight against the damnable god lizard.;The belief in Rastullah is a monotheistic religion usually found in and around the desert Khôm. After Rastullah had created Ethra and all the beings living on it and even time itself, he rested for 7 days – an eon in human time. When he awoke, he found that only one people had remained true to him, the tribe of the Beni Novad. He revealed himself to them in the oasis of Keft in the year 760 after Bosparan's Fall and gave them 99 laws so that they would not stray from their path. While many of these laws are ambiguous enough to provoke long and heated discussions between two Rastullah believers, they are united in their fight against the damnable god lizard.;The belief in Rastullah is a monotheistic religion usually found in and around the desert Khôm. After Rastullah had created Ethra and all the beings living on it and even time itself, he rested for 7 days – an eon in human time. When he awoke, he found that only one people had remained true to him, the tribe of the Beni Novad. He revealed himself to them in the oasis of Keft in the year 760 after Bosparan's Fall and gave them 99 laws so that they would not stray from their path. While many of these laws are ambiguous enough to provoke long and heated discussions between two Rastullah believers, they are united in their fight against the damnable god lizard.;;;;;;;;;;;x
ECHSEN;lizards;lizards;Geschuppte;;;;;;;;;;;x
GOD_ASSALI;Assali;Assali;Assali;;;;;;;;;;;x
GOD_ALMAHASOLTAN;Almahasoltan;Almahasoltan;Almahasoltan;;;;;;;;;;;x
MAWDLI;Mawdli;Mawdli;Mawdli;;;;;;;;;;;x
RASTULLAH_IN_KEFT;Rastullah in Keft;Rastullah in Keft;Rastullah in Keft;;;;;;;;;;;x
GOD_RASTULLAH;Rastullah;Rastullah;Rastullah;;;;;;;;;;;x
kasim;Beni Kasim;Beni Kasim;Beni Kasim;;;;;;;;;;;x
kasim_DESC;description;description;description;;;;;;;;;;;x
urtulamiden;Tulamidian Citygods;Tulamidian Citygods;Tulamidische Stadtgötter;;;;;;;;;;;x
urtulamiden_DESC;description;description;description;;;;;;;;;;;x
GOD_RASRAGH;Ras'Ragh;Ras'Ragh;Ras'Ragh;;;;;;;;;;;x
GOD_PERADSCHAJA;Peradschaja;Peradschaja;Peradschaja;;;;;;;;;;;x
GOD_RASCHA;Rascha;Rascha;Rascha;;;;;;;;;;;x
GOD_MARHIBO;Marhibo;Marhibo;Marhibo;;;;;;;;;;;x
GOD_MHAQASHA;Mha'Qasha;Mha'Qasha;Mha'Qasha;;;;;;;;;;;x
GOD_ALMAHMOUD;Al'Mahmoud;Al'Mahmoud;Al'Mahmoud;;;;;;;;;;;x
GOD_TUURMHAKAQ;Tuur-Mhakaq;Tuur-Mhakaq;Tuur-Mhakaq;;;;;;;;;;;x
GOD_AVES;Aves;Aves;Aves;;;;;;;;;;;
uled_ashshebah;Uled ash'Shebah;Uled ash'Shebah;Uled ash'Shebah;;;;;;;;;;;x
uled_ashshebah_DESC;description;description;description;;;;;;;;;;;x
GOD_UMBRACOR;Umbracor;Umbracor;Umbracor;;;;;;;;;;;x
GOD_FULDIGOR;Fuldigor;Fuldigor;Fuldigor;;;;;;;;;;;x
GOD_TECLADOR;Teclador;Teclador;Teclador;;;;;;;;;;;x
GOD_PYRDACOR;Pyrdacor;Pyrdacor;Pyrdacor;;;;;;;;;;;x
GOD_ALDINOR;Aldinor;Aldinor;Aldinor;;;;;;;;;;;x
GOD_NOSULGOR;Nosulgor;Nosulgor;Nosulgor;;;;;;;;;;;x
uchakani;Beni Uchakâni;Beni Uchakâni;Beni Uchakâni;;;;;;;;;;;x
uchakani_DESC;description;description;description;;;;;;;;;;;x
GOD_RAANDRA;Ra'Andra;Ra'Andra;Ra'Andra;;;;;;;;;;;x
maraskan;Marasakani beliefs;Maraskani beliefs;Maraskaner Glauben;;;;;;;;;;;x
rur_gror;Rur & Gror Dualism;Rur & Gror Dualism;Rur & Gror Dualismus;;;;;;;;;;;x
